NAME;NAME_LEN;BLURB_LEN;USD;PLEDGED;GOAL;SUCCESS_RATE;STATE;CATEGORY;SPOTLIGHT;STAFF_PICKED;CURR_TRAILING;BACKERS;START_YEAR;DAYS;;
Teleporting Apps;16;91;0;6255,58535;142984,808;0,04375;failed;Software;False;False;True;20;2016;33;;
Goo Fast SS;11;135;0;9,678346;38713,384;0,00025;failed;Apps;False;False;True;1;2016;35;;
Blue Automotive Intelligence;28;121;1;183;30000;0,0061;failed;Hardware;False;False;True;12;2016;30;;
EverDry socks: THE All-terrain Waterproof sock;46;135;0;5016,90183;25853,6554;0,19405;failed;Wearables;False;False;False;112;2016;30;;
Ryan's Original Snap-on Paint Tray;34;120;1;0;60000;0;failed;Gadgets;False;False;True;0;2016;14,00648148;;
ViVi | Music LED Controller;27;123;1;17044,15;25000;0,681766;failed;Sound;False;False;True;129;2016;35,24672454;;
Unitact-The first bracelet for deaf people and hearing-loss;59;133;0;36206,02613;34191,0345;1,058933333;successful;Wearables;True;False;False;132;2016;32;;
Affix Pro - a modern job platform of the 21st century.;54;85;0;1,30863845;48419,62265;2,70E-05;failed;Web;False;False;False;1;2016;45;;
Alice - A New Musical;21;135;0;2361,295236;55603,4985;0,042466667;failed;Musical;False;False;True;18;2016;47,99960648;;
Soaring Shoes *** Gadget for Walking and Jogging;48;69;0;665,0598133;65613,2836;0,010136054;failed;Gadgets;False;False;True;9;2016;47;;
O;1;3;1;296;25000;0,01184;failed;Apps;False;False;True;7;2016;30;;
TERRA. Share land. Share beauty.;32;131;0;1,12224125;86412,57625;1,30E-05;failed;Web;False;False;False;1;2016;39;;
Wobal App - Go Wobal with your dreams and ideas!;48;135;0;11,59242183;46838,068;0,0002475;failed;Apps;False;False;True;1;2016;30;;
everSHOWER - the portable, recycling clever shower.;51;113;0;9637,218005;76273,985;0,12635;failed;Gadgets;False;False;True;48;2016;30;;
I-EXTRUDER smart Solder Paste and Fluids dispenser for PCBs;59;135;0;42999,9453;27431,832;1,56752;successful;Hardware;True;False;False;307;2016;45;;
HUDIFY | A Transparent GPS That Keeps Your Eyes On The Road;59;102;0;115097,7115;89469,246;1,28645;successful;Gadgets;True;False;True;1894;2016;50,37724537;;
Kyberlight - The Greatest Custom Lightsaber in the Galaxy!;58;128;1;507241;50000;10,14482;successful;Gadgets;True;False;True;1177;2016;45;;
Picture Sharing with All Generations Made Easy;46;101;0;40512,58995;44964,0288;0,901;failed;Hardware;False;False;False;131;2016;30;;
TripleS - The Solar Powered, Smart, USB Charging, SunShade;58;132;0;62330,75525;79457,5695;0,784453333;failed;Gadgets;False;False;False;22;2016;39,45219907;;
WOOLF - The Only Wristband that Warns you of Speed Traps;56;125;0;16236,45857;98982,6777;0,164033333;failed;Wearables;False;False;False;100;2016;30;;
The Retractable Orifice Reamer Cleaner for LP & Natural Gas;59;135;1;2;100000;0,00002;failed;Hardware;False;False;True;2;2016;30;;
Chill Cocktail Ice Theater Project;34;103;1;0;35000;0;failed;Experimental;False;False;True;0;2016;60;;
Electronic Heel Position Indicator Horseback Riding Aid;55;118;1;2673;30000;0,0891;failed;Gadgets;False;False;True;23;2016;30;;
The Fountain of Life - A Life-Force Accumulation Center;55;135;0;1,42770665;98797,30018;1,45E-05;failed;Hardware;False;False;False;1;2016;30;;
Share your native language & learn a foreign language;53;131;1;445;35000;0,012714286;failed;Apps;False;False;True;13;2016;30;;
Sproutable | Parenting Insights for Thriving Families;53;128;1;7142;63800;0,111943574;failed;Web;False;False;True;50;2016;35;;
Cancer Survivor Dr.Wilderness has Magic for Kids with Cancer;60;133;1;0;25000;0;failed;Festivals;False;False;True;0;2016;26,98519676;;
Krita 2016: Let's Make Text and Vector Art Awesome!;51;134;0;43999,99322;34214,7822;1,285993667;successful;Software;True;False;False;1215;2016;30;;
The Palm Machine;16;92;0;948,5553308;30472,53534;0,031128205;failed;Web;False;False;True;4;2016;31;;
Self-Cleaning Juicer;20;100;1;1215;50000;0,0243;failed;Hardware;False;False;True;11;2016;30;;
Keyport Modular Multi-Tools: Keys • Tools • Smart Tech;58;132;1;207873,25;100000;2,0787325;successful;Gadgets;True;False;True;3116;2016;30;;
XVive U2 Guitar Wireless;24;135;1;3687;50000;0,07374;failed;Sound;False;False;True;25;2016;30;;
S.W.O.T. (Student Work Office Tool);35;122;0;353,5884256;55248,1915;0,0064;failed;Software;False;False;False;3;2016;7,398506944;;
Garden Eden, theatre, meeting, culture, music, art;50;72;0;186,5365635;60173,085;0,0031;failed;Spaces;False;False;True;2;2016;19;;
Electronic ULM/bike/drone powered by human;42;135;0;7,97790805;170955,1725;4,67E-05;failed;Flight;False;False;False;5;2016;60;;
The ABCs and All of Me Early Reading APP Series;47;133;1;6915;70000;0,098785714;failed;Apps;False;False;True;38;2016;30;;
Virtuali-Tee: The Ultimate Way to Learn About the Body!;55;116;0;103287,7962;96956,5345;1,0653;successful;Wearables;True;True;False;1581;2016;30,35175926;;
Most secure digital wallet and payment system in the world.;59;125;1;292;50000;0,00584;failed;Software;False;False;True;7;2016;30;;
weornone.com World first crowdup platform;41;134;1;1;30000;3,33E-05;failed;Web;False;False;True;1;2016;30;;
BAT-SAFE;8;122;1;33912;25000;1,35648;successful;Gadgets;True;False;True;473;2016;30;;
R E T O I T;11;100;0;2,26378532;96210,8761;2,35E-05;failed;Web;False;False;False;2;2016;24;;
Mine Kafon Drone;16;135;0;196377,9008;77463,6198;2,535098429;successful;Robots;True;True;False;4318;2016;43,32986111;;
The Visual Memory;17;33;1;2;50000;0,00004;failed;Software;False;False;True;2;2016;60;;
Shoka Bell: The Ultimate City Cycling Tool;42;87;1;200819;75000;2,677586667;successful;Gadgets;True;True;True;1673;2016;30;;
Schuwert Stir Devil - Beer Brewing Stir Plate;45;128;1;20047;40000;0,501175;failed;Gadgets;False;False;True;275;2016;45;;
All In One Portable Power Bank Featuring as Jump Starter;56;134;1;109198;50000;2,18396;successful;Gadgets;True;False;True;594;2016;30;;
Solidus;7;117;1;4222;25000;0,16888;failed;Gadgets;False;False;True;41;2016;30;;
Spy v. sPi Robot Coding Missions: Code. Capture. Defend.;56;133;1;9288,26;30000;0,309608667;failed;Robots;False;True;True;55;2016;38,9862037;;
The World's Best Cookware - And It's Made of Crystal!;53;135;1;478;50000;0,00956;failed;Hardware;False;False;True;5;2016;14;;
Sound-Activated Anti-Snoring Device;35;110;1;1725;35000;0,049285714;failed;Gadgets;False;False;True;8;2016;24,20615741;;
Global Parcel Delivery End-to-end to your Doorstep !;52;130;0;110,0577527;108968,072;0,00101;failed;Apps;False;False;False;2;2016;30;;
The website: WeControlCongress.us;33;126;1;0;36000;0;failed;Web;False;False;True;0;2016;22,54222222;;
iLuun: The Smart Wireless Storage Drive For Iphone & Android;60;107;1;138958;50000;2,77916;successful;Gadgets;True;False;True;1126;2016;36,45883102;;
Banana.JS;9;133;0;1,5173793;45521,379;3,33E-05;failed;Web;False;False;True;2;2016;60;;
Thim: better sleep through science;34;128;0;95367,1165;90390,3732;1,055058333;successful;Wearables;True;False;True;725;2016;36;;
Most Powerful Direct Drive Electric Skateboard | Raptor 2;57;133;0;85897,15845;37342,694;2,30024;successful;Hardware;True;False;True;63;2016;22,40766204;;
Never Alone, A Mobile App For Veterans Suffering With PTSD;58;126;1;120;50000;0,0024;failed;Apps;False;False;True;6;2016;21;;
qBiq – the Internet of Everything Smart Gadget;48;132;0;12332,85328;75610,651;0,16311;failed;Gadgets;False;False;True;173;2016;42,71665509;;
The World's Most Stylish GPS Pet Tracker, Dog & Cat Wearable;60;118;1;4752;25000;0,19008;failed;Gadgets;False;False;True;43;2016;45,23951389;;
GYRE - The Everyday Light Solution;34;120;1;20090;30000;0,669666667;failed;Gadgets;False;False;True;65;2016;30;;
Habit Zen;9;125;1;54185;50000;1,0837;successful;Apps;True;False;True;834;2016;25;;
Smart Organic Air Purification & Mold Control Devices;53;78;0;48318,67189;57123,27225;0,845866667;failed;Gadgets;False;False;True;291;2016;39;;
Simplify Business Technology Procurement;40;130;1;0;50000;0;failed;Web;False;False;True;0;2016;30;;
SumoBoy - Arduino-based robotics kit for education and sport;60;135;1;20070;100000;0,2007;failed;Robots;False;True;True;56;2016;30;;
BtClip Micro wireless data collector for 2D/1D barcode;54;135;0;1361,925873;78984,9305;0,017242857;failed;Wearables;False;False;False;10;2016;58,08644676;;
Private Eye is a low tech solution for a high tech problem;58;133;1;80;100000;0,0008;failed;Gadgets;False;False;True;4;2016;26,31270833;;
Tommy and Me by Ray Didinger - Theatre Exile;44;115;1;40043,25;35000;1,144092857;successful;Plays;True;False;True;336;2016;24,08725694;;
NoMo Ads. No More Online Advertising!;37;134;1;238;93500;0,002545455;failed;Web;False;False;True;11;2016;60;;
Your Lettings, Renting, Communications & Management Platform;60;135;0;879,1650441;104662,5053;0,0084;failed;Web;False;False;False;17;2016;35;;
Remote Robotic Presence with Off the Shelf Hardware;51;115;1;5;50000;0,0001;failed;Robots;False;False;True;1;2016;30;;
µTracker - extremly Power Saving GPS + GSM Board;49;135;0;2173,959564;95217,71711;0,022831461;failed;Hardware;False;False;False;22;2016;21;;
Plants communicate - Phytl Signs lets you listen!;49;133;0;41143,73344;76770,24525;0,535933333;failed;Wearables;False;False;False;147;2016;30;;
Introducing MeUnify: the next evolution of messaging app;56;78;0;18,9026865;63008,955;0,0003;failed;Apps;False;False;False;1;2016;30;;
Fishbit: Your Aquarium Made Simple;34;118;1;75950;71750;1,058536585;successful;Hardware;True;True;True;179;2016;30,14152778;;
The Halo Collar;15;108;1;4330;80000;0,054125;failed;Gadgets;False;False;True;26;2016;60;;
JIVIN - LET THE COMPETITION BEGIN;33;134;1;921;100000;0,00921;failed;Web;False;False;True;7;2016;30;;
The Barking Flashlight Guard (BFG);34;131;1;126;26000;0,004846154;failed;Gadgets;False;False;True;4;2016;30;;
SleepySelfieStick, Reduced Jet Lag, Worlds Best Pillow;54;134;1;4328;30000;0,144266667;failed;Flight;False;False;True;22;2016;32,13184028;;
Safety Beacon - The world's smartest road safety device;55;135;0;74,49013676;42975,0789;0,001733333;failed;Gadgets;False;False;False;8;2016;30;;
N2 - Portable Air Conditioning With A Personal Sound Space;58;124;1;33059;30000;1,101966667;successful;Wearables;True;False;True;210;2016;31;;
AIRESTAR - Connect Your Digital Divide;38;134;1;100;150000;0,000666667;failed;Web;False;False;True;1;2016;30;;
BOLD - Smart Cylinder Lock for your Home Security;49;135;0;67947,88995;135938,8272;0,499841667;failed;Hardware;False;False;False;285;2016;34,62479167;;
Kiën Light: Intelligent daylight at your fingertips;52;124;0;167494,3739;54887,7545;3,05158;successful;Hardware;True;True;False;398;2016;36;;
qronoCase™ – World's First Modular Battery Case for iPhone;62;136;1;4627,88;50000;0,0925576;failed;Gadgets;False;False;True;47;2016;31,07006944;;
The WellBe - The World's First Stress Therapy Bracelet;54;135;1;73450;25000;2,938;successful;Wearables;True;False;True;571;2016;45;;
Traveloris - The ultimate travel Tool.;38;108;0;10805,0261;36127,68975;0,2990788;failed;Web;False;False;False;88;2016;35;;
RokPak: World's First Solar, Battery Pack, Drybox All In One;60;128;1;103075;60000;1,717916667;successful;Gadgets;True;False;True;624;2016;36,00351852;;
Wellpure - The First Green Water Treatment System;49;135;1;1579;25000;0,06316;failed;Gadgets;False;False;True;26;2016;30;;
Automotive Parts Search Engine;30;112;0;26,20434795;39703,5575;0,00066;failed;Web;False;False;True;5;2016;60;;
UpSHIFTr: The Great New Point of You.;37;112;1;235;30000;0,007833333;failed;Gadgets;False;False;True;6;2016;45;;
ReTree Challenge;16;123;0;29,84414733;27633,46975;0,00108;failed;Apps;False;False;False;4;2016;45;;
PWN Shop;8;135;1;101;100000;0,00101;failed;Web;False;False;True;3;2016;30,54732639;;
DTSI App: Your Free Digital Transformation Success Index;56;131;0;0;33255,7365;0;failed;Software;False;False;False;0;2016;30;;
Bluetooth Wireless Speaker System;33;88;1;1000;50000;0,02;failed;Sound;False;False;True;2;2016;30;;
EARWIG - THE WORLD'S MOST POWERFUL SOLAR SPEAKER;48;133;1;27966;100000;0,27966;failed;Sound;False;False;True;74;2016;35;;
Trickstick - A magic wand for light painting and much more!;59;133;1;100721,5;98000;1,027770408;successful;Gadgets;True;True;True;619;2016;30;;
Trainory - Training Reinvented;30;110;0;764,0313398;33756,9075;0,022633333;failed;Software;False;False;False;14;2016;60;;
The Basslet: a wearable subwoofer for your body;47;127;0;681359,5193;56784,692;11,999;successful;Wearables;True;True;False;3720;2016;33,38359954;;
Free Sparring Finder- the Martial Arts Social Network;53;117;1;257;50000;0,00514;failed;Web;False;False;True;6;2016;60;;
FreeBird Flight: Safest, Best-Performing, Weatherproof Drone;60;135;1;53326;50000;1,06652;successful;Flight;True;False;True;94;2016;30;;
TIMBER Audio - Premium Wireless Wooden Headphones;49;135;1;7216;55000;0,1312;failed;Sound;False;False;True;63;2016;31;;
Curious Comedy's Remodel & Technical Equipment Upgrade;54;132;1;27600,2;25000;1,104008;successful;Spaces;True;False;True;265;2016;28,69269676;;
iCard - Pocket size phone charging device;41;98;0;100,546251;70897,9975;0,001418182;failed;Gadgets;False;False;True;3;2016;45;;
Monolith Posture Coach;22;131;1;8827;57000;0,154859649;failed;Wearables;False;False;True;94;2016;60;;
Drone Tourism;13;122;1;6;25000;0,00024;failed;Places;False;False;True;2;2016;30;;
Lets do it - An Application of Hope;35;127;1;30;60000;0,0005;failed;Apps;False;False;True;3;2016;30;;
Humanoide Robot Bobbie;22;132;0;3282,454914;53183,0025;0,06172;failed;Robots;False;False;False;9;2016;60;;
The Beer Machine that keeps track of who's drink'n the beer!;60;129;1;11565;107500;0,107581395;failed;Hardware;False;False;True;34;2016;60;;
V7 Workspace;12;77;0;77,363633;38681,8165;0,002;failed;Web;False;False;True;1;2016;30;;
cohabconnect.com;16;124;1;2;25000;0,00008;failed;Web;False;False;True;2;2016;45;;
E-Z TOTE PERSONAL CARE KIT;26;131;1;21;100000;0,00021;failed;Wearables;False;False;True;3;2016;30;;
Taxi App for Drivers (TNC);26;121;1;31;30000;0,001033333;failed;Apps;False;False;True;4;2016;59,64969907;;
OutDraft, OutTask, & OutBill, an Outlook & Word add-in;54;127;1;0;50000;0;failed;Software;False;False;True;0;2016;60;;
CHRISTINI All Wheel Drive Fat Bikes & Antarctica Expedition;59;135;1;22574;40000;0,56435;failed;Gadgets;False;True;True;29;2016;30;;
All Who Are;11;132;1;0;30000;0;failed;Web;False;False;True;0;2016;30;;
Brasii;6;103;1;7824;50000;0,15648;failed;Hardware;False;False;True;20;2016;32,08237269;;
OTON X:The First Artificial Intelligent Game Console;52;33;1;7588;25000;0,30352;failed;Gadgets;False;False;True;35;2016;32,91039352;;
Cashew Smart Wallet : Protect what you treasure the most!;57;133;1;47054;40000;1,17635;successful;Gadgets;True;False;True;382;2016;30;;
JeVois: Open-Source Quad-Core Smart Machine Vision Camera;57;115;1;108397,11;50000;2,1679422;successful;Hardware;True;True;True;1375;2016;30;;
The Ice Queen;13;98;1;36229;27500;1,317418182;successful;Blues;True;True;True;353;2016;33,47523148;;
JikoPower Spark: Charge Your Cell Phone With Fire;49;131;1;52511;50000;1,05022;successful;Hardware;True;False;True;249;2016;43,50668981;;
AirJamz: Air Guitar — For Real;32;131;1;37584;30000;1,2528;successful;Gadgets;True;True;True;546;2016;35,95590278;;
Turning customer reviews into human emotion;43;44;1;40;30000;0,001333333;failed;Web;False;False;True;1;2016;30;;
Individualized Encryption to Reclaim Your Privacy;49;121;1;31705;30000;1,056833333;successful;Software;True;False;True;39;2016;28,62282407;;
BOOP for Autism | Create, Communicate and Explore in 3D;55;135;0;1720,207419;65208,7725;0,02638;failed;Software;False;False;False;43;2016;30,3731713;;
MOTION TO MUSIC: The Funniest Musical Mobile Trainer;52;133;1;740;35000;0,021142857;failed;Wearables;False;False;True;19;2016;60;;
MASSO, The All-In-One CNC Controller;36;67;0;17343,08292;68688,4995;0,252488889;failed;Hardware;False;True;True;41;2016;30;;
The Adapter of the texts for translation;40;104;0;0;106033,294;0;failed;Software;False;False;False;0;2016;60;;
The Real Hovering Hoverboard - Personal Hovercraft for kids;59;135;1;840;35000;0,024;failed;Flight;False;False;True;6;2016;23;;
Ancient Greek Origins (AGO);27;130;1;750;28500;0,026315789;failed;Places;False;False;True;8;2016;37,97310185;;
IDentifier;10;132;1;0;125000;0;failed;Gadgets;False;False;True;0;2016;45;;
PenSe: Apple Pencil Case.;25;103;1;38076;32000;1,189875;successful;Hardware;True;False;True;661;2016;30;;
POPE'S EVENT-with Milano Opera's inmates of High Security;57;128;0;1,12666027;112666,027;0,00001;failed;Musical;False;False;False;1;2016;60;;
Flight Cap;10;132;1;205;50000;0,0041;failed;Flight;False;False;True;3;2016;30;;
Smart Home Energy Saver and Generator;37;81;0;1,0989796;49454,082;2,22E-05;failed;Hardware;False;False;False;1;2016;16,31684028;;
/// Instalivery | 1-hour delivery;33;106;0;56,66842968;166671,852;0,00034;failed;Apps;False;False;False;3;2016;30;;
The Lead Sports Media;21;127;1;0;100000;0;failed;Web;False;False;True;0;2016;28,21873843;;
TrackBomb - Where Music Meets Social Media;42;92;1;1;100000;0,00001;failed;Sound;False;False;True;1;2016;29,03628472;;
GamerREALITY: A Complete Mobile VR/AR System;44;128;1;28083,01;25000;1,1233204;successful;Gadgets;True;False;True;556;2016;45;;
Wearable portable Air conditioning and heating system;53;129;1;38;50000;0,00076;failed;Wearables;False;False;True;5;2016;30;;
LARPACon;8;135;1;510;99000;0,005151515;failed;Immersive;False;False;True;3;2016;60;;
SCOUT HOG - THE FUTURE OF TALENT SPORT SCOUTING;47;98;1;0;95000;0;failed;Web;False;False;True;0;2016;30;;
Etude de la pollution aux dioxines dues à l'amiante ciment.;60;138;0;157,0371234;36159,86395;0,004342857;failed;Apps;False;False;False;4;2016;30;;
Eco Friendly Mosquito Control - The ELIMIFLY;44;133;1;24650;36000;0,684722222;failed;Gadgets;False;False;True;84;2016;30;;
Mantra Studio;13;133;1;1140;42000;0,027142857;failed;Sound;False;False;True;13;2016;27;;
CellRobot | Advanced Modular Robotics Kit;41;113;1;109127;50000;2,18254;successful;Gadgets;True;True;True;196;2016;31;;
The Only Way To Train!;22;88;1;0;150000;0;failed;Hardware;False;False;True;0;2016;30;;
World's First Smart USB Cable with Safety Features;50;134;0;1734,259307;140255,504;0,012365;failed;Gadgets;False;False;True;60;2016;45;;
Level Up Math;13;133;1;151;50000;0,00302;failed;Software;False;False;True;4;2016;51,85474537;;
SWIMNERD PACE CLOCKS;20;108;1;63335;38000;1,666710526;successful;Hardware;True;False;True;129;2016;30;;
Approval by U.L. for new prototype furnace part.;48;130;1;1;50000;0,00002;failed;Hardware;False;False;True;1;2016;30;;
Project Aironyx;15;112;0;726,0483122;100640,3601;0,007214286;failed;Flight;False;False;False;2;2016;40;;
Ares VPN;8;47;1;1;30000;3,33E-05;failed;Software;False;False;True;1;2016;60;;
HTC Vive Controller Docking Station by Six Axis Gaming;54;80;1;1062;25000;0,04248;failed;Gadgets;False;False;True;24;2016;30;;
Altered:Nozzle - Same tap. 98% less water.;42;110;0;578552,4135;29154,8375;19,84413096;successful;Hardware;True;True;True;6935;2016;30;;
